<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAM,20211116,13.0245,13.0245,12.5543,12.6954,62200
AAM,20211115,13.1172,13.1172,12.412,13.0245,49800
AAM,20211112,13.1656,13.6358,13.0245,13.1186,80900
AAM,20211111,14.0105,14.1045,13.4463,13.9179,61900
AAM,20211110,13.3523,13.4463,12.6,13.4477,108900
AAM,20211109,12.2252,12.6014,12.1312,12.6014,49000
AAM,20211108,11.8008,11.8008,11.0955,11.802,94400
AAM,20211105,10.3444,11.0497,10.3444,11.0497,79900
AAM,20211104,10.5325,11.1437,10.3444,10.3444,19000
AAM,20211103,10.5325,10.5325,10.3444,10.5325,15400
AAM,20211102,10.3444,10.5325,10.2504,10.5325,8200
AAM,20211101,10.2504,10.4384,10.1563,10.3444,10500
AAM,20211029,10.1563,10.2974,10.1563,10.2504,16100
AAM,20211028,10.3433,10.3433,10.1552,10.1563,3900
AAM,20211027,10.3914,10.4384,10.3444,10.3444,12200
AAM,20211026,10.5314,10.5314,10.0142,10.3914,19900
AAM,20211025,10.1093,10.5325,10.1093,10.5325,1400
AAM,20211022,10.3433,10.3433,10.0612,10.1563,3100
AAM,20211021,10.1563,10.3444,10.1563,10.3444,4400
AAM,20211020,10.1552,10.3433,9.9672,10.1563,13000
AAM,20211019,10.3433,10.3433,10.1552,10.1563,1100
AAM,20211018,10.2963,10.2963,10.1552,10.1563,1600
AAM,20211015,10.2974,10.3444,10.0623,10.1093,3000
AAM,20211014,10.3444,10.5325,9.9682,10.2974,4900
AAM,20211013,10.2504,10.3444,10.2504,10.3444,2600
AAM,20211012,10.0623,10.3444,10.0623,10.3444,3700
AAM,20211011,10.3914,10.3914,9.9212,10.0623,2300
AAM,20211008,10.1082,10.5314,10.1082,10.3914,1000
AAM,20211007,10.1093,10.5325,10.1093,10.5325,2700
AAM,20211006,10.4373,10.6254,9.9202,9.9212,6600
AAM,20211005,10.3444,10.3444,9.8742,10.3444,2400
AAM,20211004,10.5325,10.5325,10.4384,10.5325,2500
AAM,20211001,10.5795,10.5795,10.5325,10.5325,1900
AAM,20210930,10.5325,10.7206,10.2974,10.5795,2700
AAM,20210929,10.2033,10.3444,10.2033,10.2974,5600
AAM,20210928,9.8732,10.1552,9.8732,10.1563,900
AAM,20210927,10.1552,10.1552,10.1552,10.1563,800
AAM,20210924,10.2493,10.2493,10.1552,10.1563,7700
AAM,20210923,10.2504,10.2504,10.0623,10.2504,3400
AAM,20210922,10.3444,10.3444,10.1563,10.2504,13900
AAM,20210921,10.1552,10.1552,9.8732,10.1563,2400
AAM,20210920,10.1552,10.1552,10.1552,10.1563,6200
AAM,20210917,10.3433,10.3433,9.8732,10.1563,2900
AAM,20210916,10.1093,10.5325,9.9682,10.3444,5500
AAM,20210915,10.0623,10.2504,9.8272,10.1093,6500
AAM,20210914,9.9672,10.2493,9.8732,10.1563,4200
AAM,20210913,10.0623,10.0623,9.9682,10.0623,1800
AAM,20210910,10.0153,10.1563,9.8272,10.0623,4500
AAM,20210909,10.1552,10.1552,10.0612,10.1563,1200
AAM,20210908,9.9682,10.2033,9.9682,10.0153,1600
AAM,20210907,9.9202,9.9202,9.9202,9.9212,400
AAM,20210906,10.1552,10.2493,9.7791,10.1563,16000
AAM,20210901,10.2033,10.2033,10.0623,10.0623,800
AAM,20210831,10.1552,10.2023,9.9672,10.2033,6600
AAM,20210830,9.8732,10.2023,9.8732,10.1563,6500
AAM,20210827,10.2974,10.2974,9.8742,9.8742,700
AAM,20210826,9.8742,10.3444,9.7802,10.2974,15500
AAM,20210825,10.2504,10.2504,9.8272,9.8272,1100
AAM,20210824,10.2504,10.2504,9.7802,10.2504,5300
AAM,20210823,9.9682,10.5325,9.9682,10.2504,14000
AAM,20210820,10.2023,10.3903,9.9672,9.9682,2700
AAM,20210819,10.3433,10.3433,10.2023,10.2033,2200
AAM,20210818,10.0623,10.3444,10.0623,10.2974,7300
AAM,20210817,9.9212,10.5795,9.9212,10.0153,7600
AAM,20210816,9.8732,10.2493,9.8732,9.9212,9800
AAM,20210813,9.9682,10.0623,9.9682,10.0623,300
AAM,20210812,10.3444,10.3444,10.3444,10.3444,400
AAM,20210811,10.3444,10.3444,9.9212,10.3444,1500
AAM,20210810,10.3444,10.4384,9.9212,10.3444,9200
AAM,20210809,10.3444,10.3444,9.6861,9.7802,700
AAM,20210806,10.2963,10.2963,10.2023,10.2033,300
AAM,20210805,10.2963,10.2963,9.9202,9.9212,3900
AAM,20210804,9.7331,10.2974,9.7331,10.2504,1600
AAM,20210803,9.8261,9.9672,9.8261,9.9212,1700
AAM,20210802,10.8146,10.8146,9.7802,9.7802,1600
AAM,20210730,10.1093,10.3444,9.5921,10.2504,2400
AAM,20210729,9.6851,10.1552,9.6851,10.1563,1100
AAM,20210728,10.2493,10.2493,9.497,9.498,200
AAM,20210727,10.0153,10.3914,9.8742,9.8742,5200
AAM,20210723,10.1082,10.1552,9.9672,10.1563,900
AAM,20210722,10.2023,10.2493,9.8732,10.2033,2700
AAM,20210721,10.2493,10.7664,10.1552,10.2033,2200
AAM,20210720,9.6861,10.3444,9.6861,10.2974,5600
AAM,20210719,9.6861,9.9682,9.6861,9.7802,900
AAM,20210716,10.3903,10.3903,9.8732,9.9682,1200
AAM,20210715,9.6861,9.7802,9.6861,9.7802,400
AAM,20210714,10.3444,10.3444,10.3444,10.3444,200
AAM,20210713,10.3444,10.3444,10.3444,10.3444,100
AAM,20210712,10.0623,10.3444,9.8742,10.3444,3600
AAM,20210709,9.404,10.4855,9.404,9.8272,500
AAM,20210708,10.2504,10.3444,10.0623,10.0623,2400
AAM,20210707,9.6861,10.2974,9.6861,10.2504,600
AAM,20210706,10.3444,10.3444,9.8742,10.2504,1300
AAM,20210705,10.0623,10.4384,10.0623,10.3444,5500
AAM,20210702,10.4384,10.4384,10.0623,10.0623,1400
AAM,20210701,10.0612,10.5314,9.9202,10.4384,9000
AAM,20210630,10.0623,10.0623,10.0623,10.0623,2500
AAM,20210629,10.3444,10.3444,9.9682,10.0623,5500
AAM,20210628,10.3444,10.4384,10.2504,10.3444,14000
AAM,20210625,10.4373,10.4373,9.9202,10.1563,2500
AAM,20210624,9.9672,10.5314,9.9672,10.4384,1000
AAM,20210623,10.3444,10.8146,10.3444,10.5325,9900
AAM,20210622,10.1082,10.8135,10.1082,10.4384,18000
AAM,20210621,10.0623,10.1093,9.9682,10.1093,9900
AAM,20210618,10.0142,10.1552,10.0142,10.1563,500
AAM,20210617,10.7206,10.7206,10.5325,10.5325,26200
AAM,20210616,9.8742,10.5325,9.8742,10.3444,2600
AAM,20210615,10.3444,10.3444,10.0623,10.0623,3000
AAM,20210614,9.9682,10.3444,9.9682,10.2504,2600
AAM,20210611,10.1563,10.6735,10.1563,10.3444,17000
AAM,20210610,10.1563,10.7676,10.1563,10.7676,600
AAM,20210609,10.3914,10.8146,10.1563,10.7676,12200
AAM,20210608,11.0955,11.0955,10.5314,10.9086,39300
AAM,20210607,9.8732,10.3903,9.8732,10.3914,36000
AAM,20210604,9.7791,9.7791,9.7321,9.7331,1600
AAM,20210603,9.2149,9.7321,9.2149,9.7331,2500
AAM,20210602,9.498,9.498,9.0278,9.1219,500
AAM,20210601,9.403,9.497,9.403,9.498,400
AAM,20210531,9.5911,9.5911,9.497,9.498,1000
AAM,20210528,9.6391,9.6391,9.6391,9.6391,700
AAM,20210527,9.6391,9.6391,9.6391,9.6391,400
AAM,20210525,9.7802,9.7802,9.6391,9.6391,1300
AAM,20210524,9.7802,9.7802,9.7802,9.7802,800
AAM,20210521,9.7802,9.7802,9.7802,9.7802,1000
AAM,20210520,9.9672,9.9672,9.6851,9.6861,1000
AAM,20210519,9.6851,9.9672,9.6851,9.9682,600
AAM,20210518,9.6851,10.1552,9.6851,9.9682,1300
AAM,20210517,9.497,9.6851,9.497,9.6861,300
AAM,20210514,9.498,10.1093,9.498,10.0153,2800
AAM,20210513,9.9672,9.9672,9.45,9.451,1700
AAM,20210512,9.8732,9.9672,9.8732,9.9682,1800
AAM,20210511,10.1563,10.1563,9.8742,10.1093,1100
AAM,20210510,9.8261,10.1552,9.5911,10.1563,2700
AAM,20210507,9.7331,9.8742,9.7331,9.8272,600
AAM,20210506,9.6851,9.6851,9.6851,9.6861,300
AAM,20210505,9.5921,9.5921,9.5921,9.5921,2600
AAM,20210504,9.5921,9.6861,9.498,9.5921,3300
AAM,20210429,10.0153,10.0623,9.5921,9.5921,17300
AAM,20210428,9.8742,10.0623,9.404,10.0623,4000
AAM,20210427,9.8742,9.8742,9.6861,9.8742,900
AAM,20210426,10.2493,10.2493,10.1082,10.2033,1500
AAM,20210423,10.3444,10.3444,10.2504,10.2504,5400
AAM,20210422,9.9682,10.4384,9.5921,10.3444,6000
AAM,20210420,10.2974,10.2974,9.9682,10.0623,3700
AAM,20210419,9.9682,10.2974,9.9682,10.2974,2600
AAM,20210415,9.9672,10.4843,9.9672,10.4384,3000
AAM,20210414,10.4855,10.4855,9.9212,10.4855,10200
AAM,20210413,10.4855,10.4855,10.4855,10.4855,11500
AAM,20210412,10.5325,10.5325,10.4384,10.4855,14000
AAM,20210409,10.3444,10.5325,10.3444,10.5325,3900
AAM,20210408,10.2504,10.3444,10.2504,10.3444,500
AAM,20210407,10.2033,10.4855,10.2033,10.2504,4300
AAM,20210406,10.3433,10.3433,10.2023,10.2033,2900
AAM,20210405,10.3444,10.3444,10.3444,10.3444,700
AAM,20210402,10.3444,10.3444,9.8742,10.3444,4900
AAM,20210401,10.1563,10.3444,10.1563,10.3444,12000
AAM,20210331,10.3444,10.3444,10.0153,10.0623,17300
AAM,20210330,10.5325,10.5325,10.3444,10.3444,3000
AAM,20210329,10.3433,10.5314,10.3433,10.4384,5300
AAM,20210326,10.4373,10.4373,10.4373,10.4384,2000
AAM,20210325,10.4373,10.5314,10.4373,10.4384,6900
AAM,20210324,10.2493,10.4373,10.2493,10.4384,1500
AAM,20210323,10.3444,10.3444,10.3444,10.3444,400
AAM,20210322,10.5325,10.5325,10.2504,10.3444,1200
AAM,20210319,10.4384,10.4384,10.3444,10.3444,800
AAM,20210318,10.5314,10.6254,10.5314,10.6265,2600
AAM,20210317,10.5314,10.6254,9.9672,10.6265,5300
AAM,20210316,10.4384,10.5325,10.4384,10.5325,13100
AAM,20210315,10.1552,10.4373,10.0612,10.4384,6600
AAM,20210312,10.3433,10.3433,10.1552,10.1563,6200
AAM,20210311,10.3444,10.3444,10.3444,10.3444,2700
AAM,20210310,10.3444,10.3444,10.3444,10.3444,2700
AAM,20210309,10.3444,10.3444,10.3444,10.3444,2100
AAM,20210308,10.5314,10.8135,10.5314,10.6265,2600
AAM,20210305,10.3444,10.3444,10.3444,10.3444,1300
AAM,20210304,10.2023,10.2023,10.2023,10.2033,100
AAM,20210303,10.6265,10.8146,10.6265,10.7206,12000
AAM,20210302,10.0612,10.3433,10.0612,10.1563,12000
AAM,20210301,10.1552,10.8135,10.1552,10.3914,1800
AAM,20210226,10.1552,10.1552,10.1552,10.1563,100
AAM,20210225,10.1093,10.6265,10.1093,10.5325,6600
AAM,20210224,10.6265,10.6265,10.5325,10.5325,2800
AAM,20210223,10.5314,10.6254,10.5314,10.6265,700
AAM,20210222,10.5325,10.6265,10.5325,10.5325,5700
AAM,20210219,10.6254,10.6254,10.4373,10.4384,10000
AAM,20210218,10.0623,10.0623,10.0623,10.0623,300
AAM,20210217,10.4384,10.5325,10.4384,10.5325,1200
AAM,20210209,10.3433,10.4373,10.3433,10.4384,2600
AAM,20210205,10.7194,10.7194,10.6724,10.6735,500
AAM,20210204,9.9682,10.7206,9.8272,10.7206,1800
AAM,20210203,10.1563,10.2974,10.1563,10.2974,800
AAM,20210202,10.2974,10.2974,9.8272,9.8272,1000
AAM,20210201,10.2504,10.2974,10.2504,10.2974,900
AAM,20210129,10.8135,10.8135,10.2023,10.2033,2200
AAM,20210128,10.2493,10.9075,10.2023,10.2033,4500
AAM,20210127,10.6265,10.9557,10.6265,10.9557,600
AAM,20210126,10.3444,10.3444,10.3444,10.3444,600
AAM,20210125,10.8146,10.8146,10.3914,10.8146,1100
AAM,20210121,11.0027,11.0027,10.0623,10.8146,1300
AAM,20210120,10.8146,10.8146,10.3444,10.8146,2000
AAM,20210119,10.9086,11.0027,10.8146,10.8146,2300
AAM,20210118,11.0485,11.0485,10.9075,10.9086,700
AAM,20210115,11.0027,11.0497,11.0027,11.0497,6500
AAM,20210114,10.3444,11.0027,10.3444,11.0027,5000
AAM,20210113,10.6254,10.9075,10.6254,10.9086,800
AAM,20210112,11.0967,11.0967,10.8146,10.8146,3000
AAM,20210111,11.5657,11.5657,11.1426,11.1437,5200
AAM,20210108,11.0967,11.0967,10.8146,10.8146,1500
AAM,20210107,10.8135,11.0955,10.6254,11.0967,9000
AAM,20210106,10.9086,10.9086,10.8146,10.8146,3000
AAM,20210105,10.6265,11.0027,10.6265,11.0027,5000
AAM,20210104,10.5314,11.0955,10.5314,11.0967,1500
AAM,20201231,10.8146,10.8146,10.4384,10.5325,1680
AAM,20201230,10.9557,10.9086,10.4384,10.8146,60
AAM,20201229,11.0027,11.0027,10.3444,10.9557,1440
AAM,20201228,10.3903,10.3903,10.3433,10.3914,6240
AAM,20201225,10.3903,10.3903,10.3433,10.3914,4440
AAM,20201224,10.3903,10.3903,10.3903,10.3914,2040
AAM,20201223,10.5314,10.5314,10.3903,10.3914,200
AAM,20201222,10.3444,10.7206,10.3444,10.3444,1050
AAM,20201221,10.7676,10.7676,10.3444,10.3444,3080
AAM,20201218,10.7676,10.7676,10.4384,10.5325,2600
AAM,20201217,10.3433,10.7664,10.3433,10.4384,5110
AAM,20201216,10.2033,10.8146,10.2033,10.7676,4220
AAM,20201215,10.2023,10.2023,10.2023,10.2033,70
AAM,20201214,10.3433,10.4373,10.1082,10.1563,18490
AAM,20201211,10.8146,10.8146,10.3444,10.3444,20
AAM,20201210,10.8146,10.8146,10.7676,10.8146,5180
AAM,20201209,10.2963,10.4373,10.2963,10.4384,5850
AAM,20201208,10.2504,10.2504,10.2504,10.2504,1620
AAM,20201207,10.3444,10.9086,10.3444,10.3444,3270
AAM,20201204,11.1908,11.1908,10.2974,10.2974,310
AAM,20201203,10.2023,10.9075,10.2023,10.9086,1620
AAM,20201202,10.3433,10.3433,10.2023,10.2033,80
AAM,20201201,10.4384,10.8146,10.4384,10.8146,60
AAM,20201130,10.8135,10.8135,10.6254,10.6265,5550
AAM,20201127,10.9075,10.9075,10.2023,10.2033,920
AAM,20201126,10.9545,10.9545,10.5314,10.9086,660
AAM,20201125,10.0153,10.6735,9.8272,10.5325,10020
AAM,20201123,11.0027,11.0027,10.4855,10.4855,1480
AAM,20201120,10.5784,10.6254,10.3433,10.6265,490
AAM,20201119,10.1093,10.6735,9.5921,10.5795,2260
AAM,20201117,10.3444,10.8146,9.9682,10.0623,940
AAM,20201116,10.7676,10.7676,10.2504,10.2974,2030
AAM,20201113,10.7676,10.7676,10.7676,10.7676,40
AAM,20201112,10.0612,11.2836,10.0612,10.1563,480
AAM,20201111,10.5784,10.6724,10.0142,10.6735,1080
AAM,20201110,10.7194,10.7194,10.0612,10.6735,160
AAM,20201105,9.9682,10.7206,9.9682,10.7206,40
AAM,20201104,10.1552,10.1552,10.1552,10.1563,100
AAM,20201103,10.1552,10.1552,10.1552,10.1563,600
AAM,20201102,10.1552,10.1552,10.1552,10.1563,50
AAM,20201029,10.2023,10.2023,10.2023,10.2033,30
AAM,20201028,9.7791,10.2023,9.7791,10.2033,890
AAM,20201027,10.1552,10.8135,10.1552,10.2033,280
AAM,20201026,10.0142,10.7194,10.0142,10.1563,430
AAM,20201021,10.7676,10.7676,10.7676,10.7676,60
AAM,20201020,10.8616,10.8616,10.3444,10.3444,50
AAM,20201015,10.3444,10.3444,10.3444,10.3444,2140
AAM,20201013,10.8135,10.9075,10.8135,10.9086,30
AAM,20201012,10.3903,10.9075,10.3903,10.9086,120
AAM,20201009,10.3433,10.3903,10.3433,10.3914,290
AAM,20201008,10.3444,10.3444,10.3444,10.3444,200
AAM,20201007,10.8146,11.0027,10.8146,11.0027,2720
AAM,20201006,10.4373,10.8135,10.4373,10.6265,410
AAM,20201005,10.9086,10.9086,10.8146,10.8146,300
AAM,20201002,10.3903,10.4373,10.3903,10.4384,420
AAM,20201001,10.2023,10.9075,10.2023,10.3914,140
AAM,20200929,10.3433,10.9075,10.3433,10.9086,2060
AAM,20200928,10.3433,10.9075,10.3433,10.9086,190
AAM,20200925,11.0027,11.0027,10.9557,10.9557,170
AAM,20200924,10.0153,10.3444,10.0153,10.3444,250
AAM,20200923,10.3444,10.3444,10.3444,10.3444,960
AAM,20200922,10.3444,10.3444,10.3444,10.3444,10
AAM,20200921,10.7206,11.0027,10.5325,11.0027,1530
AAM,20200918,10.8146,10.8146,10.3444,10.3444,1010
AAM,20200917,10.9075,11.0015,10.2963,10.9086,1120
AAM,20200916,10.8616,11.3788,10.8616,11.0497,2340
AAM,20200915,10.3433,10.9545,10.3433,10.8616,280
AAM,20200914,10.7206,11.0967,10.3444,10.3444,3170
AAM,20200911,10.2023,10.7194,10.2023,10.6735,750
AAM,20200910,10.2033,10.5325,10.2033,10.5325,320
AAM,20200909,10.2023,10.2023,10.2023,10.2033,10
AAM,20200908,10.5325,10.7676,9.9682,10.7676,1260
AAM,20200907,10.5325,10.8146,10.5325,10.5325,6150
AAM,20200904,10.4384,10.7676,10.4384,10.5325,740
AAM,20200903,10.3433,11.3776,10.2963,10.4384,3770
AAM,20200901,11.1426,11.1426,10.6254,10.6735,2390
AAM,20200831,10.0612,11.1896,10.0612,11.1437,3360
AAM,20200828,10.8135,10.8135,10.6254,10.6265,960
AAM,20200827,10.0153,11.0497,10.0153,11.0497,1010
AAM,20200826,11.0485,11.0485,10.3903,10.3914,430
AAM,20200825,11.2366,11.2366,11.0955,11.0967,130
AAM,20200824,11.1426,11.1426,10.6724,10.6735,70
AAM,20200821,11.2378,11.2378,11.1908,11.1908,1100
AAM,20200820,10.6254,10.6254,10.6254,10.6265,100
AAM,20200819,10.3433,10.3433,9.9202,9.9682,1990
AAM,20200818,11.0955,11.0955,10.4373,10.4384,1040
AAM,20200817,11.0955,11.0955,10.5314,11.0967,540
AAM,20200814,10.9557,11.0027,10.5325,10.5325,6710
AAM,20200811,10.5325,10.5325,10.5325,10.5325,800
AAM,20200810,11.0015,11.0015,9.9202,9.9212,3870
AAM,20200807,10.5325,10.5325,10.5325,10.5325,410
AAM,20200806,10.2504,10.5325,9.8742,9.8742,1400
AAM,20200805,10.3914,10.3914,9.8742,9.8742,1440
AAM,20200804,9.7321,9.7321,9.7321,9.7331,10
AAM,20200803,9.7331,11.0027,9.7331,10.0153,1510
AAM,20200730,9.404,10.3444,9.404,10.3444,330
AAM,20200729,9.6851,9.6851,9.6851,9.6861,200
AAM,20200728,9.544,10.2023,9.544,10.2033,1220
AAM,20200727,9.498,9.5451,9.498,9.5451,150
AAM,20200723,9.9672,9.9672,9.9672,9.9682,50
AAM,20200721,10.4373,10.4373,10.4373,10.4384,520
AAM,20200720,10.4373,10.4373,10.4373,10.4384,30
AAM,20200717,10.4373,10.9545,10.4373,10.4384,360
AAM,20200716,10.4373,11.0955,10.4373,10.4384,2810
AAM,20200715,10.1552,11.0955,10.1552,10.4384,490
AAM,20200714,10.5325,10.5325,10.5325,10.5325,180
AAM,20200710,10.4373,10.4373,10.3433,10.4384,320
AAM,20200709,10.8146,11.0027,10.8146,11.0027,520
AAM,20200708,10.9557,11.5199,10.8146,10.8146,1460
AAM,20200707,10.8616,11.0027,10.3444,11.0027,640
AAM,20200706,10.1563,10.8146,10.1563,10.3444,850
AAM,20200703,10.6265,10.7676,10.3444,10.3444,960
AAM,20200702,10.5314,10.6254,10.5314,10.6265,4010
AAM,20200630,10.6265,10.8146,10.1093,10.1093,1350
AAM,20200629,10.3903,11.0015,10.3903,10.4384,3160
AAM,20200626,9.9202,10.3903,9.9202,10.3914,30
AAM,20200625,9.9672,10.3903,9.9202,10.3914,120
AAM,20200624,10.4843,10.4843,10.4373,10.4384,1000
AAM,20200623,10.5314,10.5314,10.2493,10.3914,3820
AAM,20200622,10.4373,10.4373,10.4373,10.4384,500
AAM,20200619,10.3903,10.3903,10.3903,10.3914,10
AAM,20200618,10.4373,10.4373,9.7321,9.7331,10170
AAM,20200617,10.4373,10.4373,10.4373,10.4384,1870
AAM,20200616,10.3444,10.4384,10.3444,10.3444,4700
AAM,20200615,10.6254,10.6254,10.6254,10.6265,20020
AAM,20200612,10.6254,10.6254,10.6254,10.6265,240
AAM,20200611,9.9682,10.7206,9.9682,10.7206,3350
AAM,20200610,9.9212,10.8146,9.9212,10.4855,2690
AAM,20200609,10.9086,10.9086,10.4855,10.4855,30
AAM,20200608,10.9545,10.9545,10.9075,10.9086,5550
AAM,20200605,10.8135,10.9075,10.8135,10.9086,2730
AAM,20200604,10.9086,10.9086,10.8146,10.8146,990
AAM,20200603,10.8146,10.8146,10.8146,10.8146,5380
AAM,20200601,10.3903,11.0955,10.3903,11.0967,3020
AAM,20200529,11.0955,11.0955,11.0955,11.0967,330
AAM,20200528,10.9075,11.0955,10.8135,11.0967,4210
AAM,20200527,10.8616,11.2848,10.8616,11.2848,3780
AAM,20200526,10.7664,10.8605,10.7664,10.8616,760
AAM,20200525,10.8146,10.9557,10.8146,10.8146,2050
AAM,20200522,10.8146,10.8146,10.8146,10.8146,2740
AAM,20200521,10.8146,11.0027,10.3914,11.0027,510
AAM,20200520,11.2848,11.2848,10.5325,11.0027,8930
AAM,20200519,10.4855,11.2848,10.4855,11.2848,190
AAM,20200518,11.1908,11.1908,10.8146,10.8146,310
AAM,20200515,11.2848,11.2848,10.4384,11.1908,17390
AAM,20200514,11.2836,11.2836,11.0955,11.0967,5860
AAM,20200513,11.0027,11.0027,11.0027,11.0027,1100
AAM,20200512,11.0027,11.0027,11.0027,11.0027,150
AAM,20200511,10.9557,10.9557,10.5325,10.9557,3050
AAM,20200508,11.0967,11.0967,10.4384,10.9557,90
AAM,20200507,10.8146,10.8146,10.8146,10.8146,100
AAM,20200506,10.8146,10.8146,10.8146,10.8146,190
AAM,20200505,10.4373,10.4373,10.3903,10.3914,2150
AAM,20200504,10.8146,10.8146,10.8146,10.8146,50
AAM,20200429,10.8146,11.1437,10.8146,10.8146,940
AAM,20200428,10.6254,11.1426,10.5784,11.1437,1120
AAM,20200427,11.1908,11.2848,10.8146,10.8146,12780
AAM,20200424,11.1908,11.1908,10.8146,11.1908,800
AAM,20200423,11.1896,11.1896,10.6254,10.6735,4720
AAM,20200422,11.1908,11.1908,11.1908,11.1908,20
AAM,20200421,11.2378,11.2378,11.2378,11.2378,10
AAM,20200420,11.2378,11.2848,10.6735,10.7206,4130
AAM,20200417,11.0027,11.2848,11.0027,11.2848,1110
AAM,20200416,10.6254,11.2366,10.6254,10.6735,5070
AAM,20200415,10.6265,11.2848,10.6265,11.2848,60
AAM,20200414,10.6254,10.6254,10.6254,10.6265,1720
AAM,20200413,10.8616,11.2848,10.8616,11.2848,310
AAM,20200410,11.0015,11.0015,10.8605,10.8616,130
AAM,20200409,11.4729,11.4729,11.4729,11.4729,130
AAM,20200408,11.4729,11.4729,11.4729,11.4729,10
AAM,20200407,11.5669,11.5669,11.2848,11.2848,390
AAM,20200406,11.0497,11.2848,11.0497,11.1908,820
AAM,20200403,10.9075,11.0955,10.9075,11.0967,200
AAM,20200401,10.9075,10.9075,10.9075,10.9086,10
AAM,20200331,10.6265,10.8146,10.6265,10.8146,530
AAM,20200330,10.7194,10.7194,10.6254,10.6265,90
AAM,20200327,10.6265,10.6265,10.5325,10.5325,130
AAM,20200326,10.5325,11.0497,10.0153,10.0153,1270
AAM,20200325,10.5325,10.5325,10.4855,10.5325,3810
AAM,20200324,10.4384,10.5325,10.4384,10.5325,3720
AAM,20200323,10.7676,10.8146,10.0623,10.5325,7330
AAM,20200320,10.8146,10.8146,10.8146,10.8146,40
AAM,20200319,10.4384,10.9557,10.4384,10.9557,1410
AAM,20200318,10.3903,11.0955,10.3903,11.0967,3510
AAM,20200317,11.0955,11.3306,11.0955,11.0967,30
AAM,20200316,11.1426,11.1426,11.0955,11.0967,1120
AAM,20200313,10.3903,11.2366,10.3903,10.6265,1770
AAM,20200312,11.1896,11.1896,11.1426,11.1437,80
AAM,20200310,10.5795,10.5795,10.5795,10.5795,1660
AAM,20200309,11.2848,11.2848,11.2848,11.2848,150
AAM,20200306,10.4373,11.4717,10.4373,11.3318,80
AAM,20200305,10.5325,11.6139,10.5325,11.1908,1140
AAM,20200304,10.8146,11.1908,10.8146,11.1908,1340
AAM,20200303,10.8146,11.1908,10.8146,11.1908,1030
AAM,20200302,10.5325,11.2848,10.5325,10.8146,500
AAM,20200227,11.2848,11.2848,11.2848,11.2848,2000
AAM,20200226,10.3444,11.2848,10.3444,11.2848,30
AAM,20200225,10.4885,11.1637,10.4885,10.579,30
AAM,20200221,11.1637,11.2988,10.8036,11.2542,700
AAM,20200220,10.7586,11.2538,10.7586,11.2542,1020
AAM,20200218,10.7586,10.8036,10.7136,10.7591,1910
AAM,20200217,10.1284,10.1284,10.1284,10.1288,730
AAM,20200214,10.1284,10.1284,10.0834,10.1288,17720
AAM,20200213,10.1284,10.1284,10.1284,10.1288,10
AAM,20200212,10.1284,10.1284,10.1284,10.1288,1010
AAM,20200211,9.4982,9.4982,9.4982,9.4986,820
AAM,20200210,10.5335,11.2538,9.9933,9.9938,620
AAM,20200207,11.5238,11.5238,10.4885,10.534,490
AAM,20200206,11.1637,11.2538,11.1637,11.2542,150
AAM,20200205,11.2538,11.2538,11.2538,11.2542,5000
AAM,20200204,11.4338,11.4338,11.4338,11.4343,10
AAM,20200122,11.4338,11.4338,11.4338,11.4343,590
AAM,20200117,11.4338,11.4338,11.4338,11.4343,450
AAM,20200116,11.5238,11.5238,11.5238,11.5243,50
AAM,20200114,11.5238,11.7039,11.1637,11.6144,170
AAM,20200110,11.2538,11.7039,11.2538,11.7044,180
AAM,20200108,10.4885,11.2538,10.4885,11.2542,70
AAM,20200107,11.2538,11.2538,11.2538,11.2542,40
AAM,20200103,11.2538,11.2538,11.2538,11.2542,160
AAM,20200102,11.4788,11.4788,10.7586,10.7591,20
AAM,20191231,11.5238,11.5238,11.2538,11.5243,310
AAM,20191230,10.7586,11.884,10.7586,11.5243,360
AAM,20191227,11.5238,11.5238,11.5238,11.5243,10
AAM,20191226,10.4885,11.1637,10.4885,11.1642,500
AAM,20191225,11.2538,11.2538,10.0834,11.2542,120
AAM,20191224,10.4885,10.8036,10.4885,10.8041,30
AAM,20191223,10.8936,11.2538,10.8936,11.2542,40
AAM,20191220,10.3535,10.8936,10.3535,10.8941,740
AAM,20191219,10.8936,10.8936,10.2184,10.8041,130
AAM,20191218,10.8936,10.8936,10.8936,10.8941,20
AAM,20191217,10.8036,10.8936,10.8036,10.8941,3010
AAM,20191216,10.1734,10.8036,10.1734,10.8041,140
AAM,20191213,10.7136,10.7136,10.7136,10.714,10
AAM,20191212,10.7136,10.7136,10.7136,10.714,10
AAM,20191211,10.5785,10.5785,10.5785,10.579,710
AAM,20191210,10.7136,10.7136,10.3535,10.624,2060
AAM,20191209,10.7136,10.7136,10.7136,10.714,920
AAM,20191205,10.7136,10.7136,10.7136,10.714,280
AAM,20191204,10.8936,10.8936,10.7586,10.7591,510
AAM,20191203,10.7586,10.7586,10.7586,10.7591,1690
AAM,20191202,10.7136,10.7586,10.7136,10.7591,770
AAM,20191129,10.8036,10.8036,10.8036,10.8041,160
AAM,20191128,10.8036,10.8936,10.8036,10.8941,140
AAM,20191127,10.8036,10.8036,10.8036,10.8041,10
AAM,20191126,10.2634,10.8936,10.2184,10.2188,12750
